Campus,Account Amount,Bilingual Spending
185901101,1755441,63007.0
185901699,25601,3353.0
185901701,226316,
185901702,18473,
185901703,37707,
185901750,137661,
185901999,2080096,
185902000,14118655,
185902001,2298169,12940.0
185902041,974846,272.0
185902101,1947182,115850.0
185902701,215662,
185902702,7912,
185902703,89227,
185902750,100062,
185902999,2383621,
185903000,55239399,
185903001,3462435,16541.0
185903041,1934741,74744.0
185903101,2125899,153528.0
185903102,1879936,149163.0
185903701,394343,
185903702,12802,
185903703,76621,
185903750,215895,
185903751,975844,
185903999,12851230,152.0
185904000,3927448,
185904001,2465174,18899.0
185904701,177194,
185904702,1489,
185904703,22292,
185904750,56288,
185904999,24820,
186901000,16551263,
186901001,4951732,8102.0
186901699,10264,
186901701,192069,
186901702,22286,
186901750,203502,
186901999,4848514,
186902000,80560264,
186902001,6862034,
186902041,4923926,
186902101,3550077,
186902102,3766963,
186902104,2357849,176037.0
186902699,15233,
186902701,252010,
186902702,19914,
186902703,359157,
186902750,1008963,
186902999,20387254,20806.0
186903000,28505035,
186903001,1676267,
186903041,26151,
186903101,1668516,55817.0
186903701,199788,
186903702,57824,
186903703,160096,
186903750,387182,
186903999,18077800,
187901000,18710648,
187901001,6257282,
187901701,233925,
187901703,62092,
187901750,168405,
187901999,616513,
187903000,7423433,
187903001,971741,
187903041,412504,18322.0
187903101,885309,4634.0
187903701,126618,
187903702,31435,
187903720,5924,
187903750,218656,
187903999,1393424,
187904000,20409524,
187904001,3229615,7300.0
187904041,1827885,7176.0
187904103,3514608,5247.0
187904701,173581,
187904702,4689,
187904703,110361,
187904750,402447,
187904751,1356618,
187904999,3308745,11619.0
187906000,5114988,
187906001,725377,
187906101,694194,2726.0
187906701,106298,
187906702,13137,
187906720,29795,
187906750,79951,
187906999,1790812,
187907000,73845373,
187907002,7855944,1086.0
187907004,266206,
187907041,6129579,1179.0
187907102,3336764,76818.0
187907103,3253619,142474.0
187907104,3025180,2399.0
187907106,3253106,80105.0
187907701,390629,
187907702,108792,
187907703,473702,
187907750,714051,
187907999,19083096,6825.0
187910000,24108477,
187910001,4338885,3738.0
187910101,4745602,3738.0
187910701,449517,
187910702,3584,
187910703,153215,
187910999,4748222,
188901000,616138425,
188901001,21225912,832.0
188901002,24202527,238.0
188901003,3141565,
188901004,23675808,124574.0
188901005,20495056,56203.0
188901041,6001749,238.0
188901042,6361998,2471.0
188901043,6156786,238.0
188901044,11167277,
188901045,6843847,119.0
188901046,6067250,119.0
188901047,7118632,55151.0
188901048,8484360,238.0
188901049,3637696,119.0
188901050,3195793,62504.0
188901052,2901971,63009.0
188901053,2811755,69645.0
188901101,4070065,475.0
188901102,3107671,119.0
188901103,3715648,357.0
188901104,5539332,594.0
188901105,6914598,481846.0
188901106,4432947,97586.0
188901107,4777338,103947.0
188901108,3727765,87655.0
188901109,3746068,48625.0
188901110,3344859,
188901111,4643787,151468.0
188901112,3318341,594.0
188901113,3277698,119.0
188901114,3479610,
188901115,6265366,41605.0
188901119,3537510,238.0
188901120,3473478,238.0
188901121,3317247,
188901122,2461654,119.0
188901123,3569118,357.0
188901124,6010418,249972.0
188901125,4480078,109576.0
188901126,4809907,57907.0
188901127,3450864,119.0
188901128,3613037,119.0
188901130,3066956,55422.0
188901131,3431996,
188901132,4696868,45541.0
188901133,5010297,347956.0
188901134,4794519,195040.0
188901135,3214892,
188901138,3554353,
188901139,3103675,
188901140,8513634,119.0
188901141,4624122,357.0
188901142,2797568,
188901143,4866831,95499.0
188901170,3537352,119.0
188901171,2307237,50.0
188901699,640974,8162.0
188901701,471094,
188901702,285435,
188901703,1067335,
188901750,5240602,
188901751,1347172,
188901999,59329462,166982.0
188902000,24051333,
188902001,3905261,
188902042,2491523,14167.0
188902101,3072336,
188902103,1237998,
188902701,267407,
188902702,43894,
188902703,39684,
188902750,379471,
188902999,7158499,1313.0
188903000,32187462,
188903001,3834649,2425.0
188903041,2339769,1660.0
188903101,4589130,150690.0
188903701,192833,
188903702,10897,
188903703,146609,
188903750,165763,
188903999,11491904,
188904000,25933094,
188904001,4288076,
188904041,3392040,571.0
188904101,3566484,7862.0
188904701,215422,
188904702,8983,
188904703,173280,
188904750,382393,
188904999,8677503,
189901000,9825977,
189901001,2984208,120653.0
189901701,250733,
189901702,3500,
189901703,37334,
189901750,126990,
189901999,1989001,
189902000,32931795,
189902001,4682292,73137.0
189902041,2626974,92466.0
189902101,4446144,139509.0
189902699,24743,
189902701,455182,
189902702,16046,
189902703,133664,
189902720,9329,
189902750,426463,
189902999,3117045,
190903000,24908247,
190903001,4790088,-660.0
190903041,2932241,30585.0
190903051,2573143,4645.0
190903101,2942699,36730.0
190903700,4889,
190903701,250474,
190903702,14345,
190903703,305706,
190903750,425566,
190903999,5542892,
191901000,399754788,
191901001,9990137,
191901002,22447287,
191901003,765253,
191901004,502630,
191901041,4220652,
191901043,5320076,
191901101,2725835,
191901104,2405956,
191901105,3160392,
191901106,2912928,
191901107,2888677,
191901108,6759719,
191901110,2471051,
191901111,3935772,
191901112,2873133,
191901113,3292363,
191901114,3167776,
191901300,30471,
191901699,39254,
191901701,344249,
191901702,26501,
191901703,636606,
191901720,106601,
191901750,2060297,
191901999,76992530,243470.0
192901000,74719902,
192901001,16008068,58760.0
192901041,4759453,25694.0
192901101,5324290,62193.0
192901699,5692,
192901701,392844,
192901702,4530,
192901703,359604,
192901750,468720,
192901999,45087101,
193902000,7525395,
193902001,3754280,12396.0
193902701,131368,
193902702,750,
193902703,291594,
193902750,212773,
193902999,792640,
194902000,6111344,
194902001,1928052,2803.0
194902101,1184577,616.0
194902701,131573,
194902702,2451,
194902703,26686,
194902750,269743,
194902999,1350114,
194903000,22030481,
194903001,2419739,665.0
194903102,1301648,690.0
194903103,2415336,17173.0
194903701,173237,
194903702,4327,
194903703,131811,
194903720,3770,
194903750,261545,
194903998,247127,
194903999,5730024,
194904000,12594428,
194904002,2722032,647.0
194904103,2390333,20722.0
194904699,2415,
194904701,234930,
194904702,24610,
194904703,113005,
194904750,304329,
194904999,2288390,
194905000,13573975,
194905001,1658465,
194905041,1278016,
194905101,3158766,
194905701,147662,
194905702,16761,
194905703,43046,
194905750,261725,
194905751,1203109,
194905998,33987,
194905999,2204611,1026.0
195901000,317698580,
195901001,11116002,-43482.0
195901042,6228616,
195901101,3683170,
195901106,7809422,200862.0
195901109,4397955,4617.0
195901699,459415,
195901701,701545,
195901702,172890,
195901703,1334391,
195901750,1905265,
195901999,175336020,
195902000,34974825,
195902001,2688553,17658.0
195902699,329,
195902701,134326,
195902702,115410,
195902703,27027,
195902750,145343,
195902999,5103263,
196901000,8197207,
196901001,874920,479.0
196901102,904455,1100.0
196901701,31302,
196901702,30233,
196901703,113496,
196901750,155503,
196901999,2717850,600.0
196902000,19934843,
196902001,2660186,
196902102,2116783,350.0
196902701,114681,
196902702,40522,
196902703,127156,
196902750,303601,
196902999,5329110,
196903000,29909404,
196903001,11484672,2200.0
196903042,637990,
196903103,3098569,9196.0
196903701,186560,
196903702,2670,
196903703,154665,
196903750,266873,
196903751,2552538,
196903999,2848172,
197902000,13405146,
197902001,3570607,
197902699,34238,
197902701,219939,
197902702,24068,
197902703,115998,
197902750,33765,
197902999,4666882,
198901000,9619621,
198901001,1626454,197.0
198901041,940604,4601.0
198901101,1808838,197.0
198901701,152342,
198901702,14999,
198901703,100914,
198901750,175259,
198901999,2989091,
198902000,3739038,
198902101,1542012,
198902699,4100,
198902701,253575,
198902702,30624,
198902703,27692,
198902750,72498,
198902999,501417,
198903000,55911854,
198903001,3445815,24861.0
198903041,3303919,22560.0
198903101,4094214,22703.0
198903701,242498,
198903702,4157,
198903703,447029,
198903750,310235,
198903751,1204086,
198903999,14488369,
198905000,26503459,
198905002,3024887,48594.0
198905042,1708144,47915.0
198905104,3504627,40998.0
198905699,568,568.0
198905701,201412,
198905702,79421,
198905703,110378,
198905750,446132,
198905999,4092444,7200.0
198906000,34027654,
198906001,1472518,17030.0
198906101,3707442,9803.0
198906701,122115,
198906702,2292,
198906703,20146,
198906999,85104,
199901000,520603592,
199901001,21611780,165.0
199901002,1615479,83.0
199901004,17942358,97712.0
199901005,3609648,
199901042,5921939,99.0
199901043,7040514,164.0
199901044,5956850,93.0
199901101,7357539,131.0
199901102,4153797,113152.0
199901103,4467612,120278.0
199901105,4636807,59397.0
199901106,4826071,16.0
199901107,3940999,32.0
199901108,4781562,164.0
199901109,4826642,145404.0
199901110,3519340,32.0
199901111,4763038,92420.0
199901112,5484921,103.0
199901113,5068430,174.0
199901114,4892922,132.0
199901115,3757182,33.0
199901116,24334941,
199901699,376166,44974.0
199901701,447482,
199901702,10245,
199901703,1431805,
199901720,568200,
199901750,4371802,
199901751,32818,
199901999,73363370,486465.0
199902000,134250835,
199902002,14893301,100722.0
199902041,9115676,99409.0
199902042,7458977,86818.0
199902043,3419947,89783.0
199902044,25272568,
199902102,4415961,142841.0
199902104,4830658,86834.0
199902105,4717543,142918.0
199902106,6212050,114165.0
199902107,370857,
199902108,585715,3256.0
199902699,91354,46528.0
199902701,217781,
199902702,54149,
199902703,509563,
199902750,1903279,
199902999,24123929,10805.0
200901000,24356011,
200901001,3380530,76.0
200901041,1793466,149.0
200901101,3308341,408.0
200901699,3923,
200901701,200375,
200901702,19008,
200901703,119301,
200901750,224475,
200901751,1313572,
200901999,2944966,119.0
200902000,9622613,
200902001,2178553,1380.0
200902101,1843686,12263.0
200902699,8713,
200902701,183205,
200902702,12131,
200902703,38385,
200902750,71712,
200902999,2098424,
200904000,13713463,
200904001,1960154,8907.0
200904041,1200875,258.0
200904101,2382762,30430.0
200904701,174917,
200904702,20550,
200904703,69115,
200904720,40,
200904750,217270,
200904999,2435263,
200906000,3463854,
200906101,1918501,6951.0
200906701,83750,
200906702,15496,
200906703,4108,
200906750,84924,
200906999,186399,
201902000,63787116,
201902001,8573400,3550.0
201902041,5782740,33102.0
201902107,2415448,54163.0
201902108,4228288,60069.0
201902109,5361045,44328.0
201902699,13013,9075.0
201902701,391121,
201902702,50350,
201902703,33200,
201902720,11314,
201902750,881940,
201902999,11444093,9444.0
201903000,4199051,
201903001,1615256,8773.0
201903701,158519,
201903702,3149,
201903703,13169,
201903750,81221,
201903999,861765,
201904000,4978093,
201904001,995975,10603.0
201904041,328840,
201904101,997518,2808.0
201904701,166693,
201904702,1050,
201904703,13067,
201904750,148012,
201904999,794518,8000.0
201907000,9268739,
201907001,1963544,17354.0
201907101,1547835,10428.0
201907701,138732,
201907702,10180,
201907703,19199,
201907750,143789,
201907999,1659701,
201908000,10546825,
201908001,2481994,
201908101,1724769,
201908701,206138,
201908702,15523,
201908703,5080,
201908750,299397,
201908751,184164,
201908999,2900924,
201910000,31862657,
201910002,4007251,84582.0
201910041,2359165,14376.0
201910102,1932468,34175.0
201910104,2151178,85897.0
201910699,13445,
201910701,515582,
201910702,28604,
201910703,217900,
201910750,236047,
201910751,1529481,
201910999,6622162,4505.0
201913000,12970430,
201913001,5676886,236750.0
201913701,170197,
201913702,1465,
201913703,47071,
201913750,213736,
201913999,2488012,
201914000,18355301,
201914001,2691923,2100.0
201914041,1898671,2100.0
201914104,1875680,26873.0
201914105,1829760,25870.0
201914701,613172,
201914702,8558,
201914703,115942,
201914750,17500,
201914999,4904714,
202903000,20722069,
202903001,2510903,
202903041,2081853,119.0
202903101,2468754,177.0
202903701,187361,
202903702,23748,
202903703,238473,
202903750,282332,
202903751,1193650,
202903999,2978968,5600.0
202905000,12544991,
202905002,3640670,828.0
202905102,2690763,1481.0
202905701,267613,
202905702,11352,
202905703,64113,
202905750,226645,
202905999,1105312,50.0
203901000,19313320,
203901002,3690673,510.0
203901102,3481517,95131.0
203901699,4022,
203901701,261934,
203901702,12592,
203901703,148381,
203901750,347277,
203901999,4244880,
203902000,13291127,
203902001,2511192,3125.0
203902101,1781252,8146.0
203902701,204252,
203902702,16840,
203902703,147387,
203902720,20689,
203902750,178938,
203902999,2311106,
204901000,30410314,
204901001,11786263,3081.0
204901041,3211301,3596.0
204901102,3008477,7139.0
204901103,2381240,4982.0
204901699,8186,
204901701,256727,
204901702,52221,
204901703,555729,
204901750,466829,
204901999,6261808,
204904000,39711061,
204904001,5406288,7024.0
204904041,3002792,4054.0
204904101,3719763,64408.0
204904102,3072287,3033.0
204904699,40384,795.0
204904701,390118,
204904702,20697,
204904703,213767,
204904750,632996,
204904999,10493904,10525.0
205901000,30940452,
205901001,4816433,38989.0
205901041,2474275,
205901101,3367369,
205901104,2730363,225.0
205901701,436080,
205901702,18279,
205901703,170708,
205901720,33147,
205901750,424676,
205901999,5712414,10675.0
205902000,216261889,
205902001,21650266,1301.0
205902041,36912644,3682.0
205902101,5134912,2369.0
205902102,5490702,4411.0
205902103,4088400,2477.0
205902104,4096721,309250.0
205902699,48590,
205902701,426670,
205902702,305035,
205902703,580069,
205902720,21054,
205902750,1729111,
205902999,19327611,16875.0
205903000,69937098,
205903001,10068399,2238.0
205903042,2949976,4476.0
205903102,2780167,129597.0
205903103,2457755,16769.0
205903104,4329458,109337.0
205903699,4424,
205903701,327729,
205903702,52244,
205903703,1000,
205903720,9971,
205903750,362258,
205903999,12936941,4080.0
205904000,53251826,
205904001,8642918,484.0
205904041,2971556,1000.0
205904101,4292138,6561.0
205904102,3445927,2863.0
205904701,277634,
205904702,134339,
205904703,207098,
205904720,185,
205904750,525695,
205904998,31310,
205904999,8456949,
205905000,9785578,
205905001,2894527,
205905041,1625545,
205905101,1435000,
205905103,1598874,101602.0
205905701,295176,
205905702,22878,
205905703,94826,
205905750,337460,
205905999,5192876,
205906000,88875510,
205906001,6701087,771.0
205906002,50528,
205906041,4173584,1902.0
205906103,4097271,3016.0
205906105,3700901,1905.0
205906701,318085,
205906702,26997,
205906703,180041,
205906720,7170,
205906750,738813,
205906999,6077298,
205907000,43399795,
205907001,4316151,4389.0
205907041,2324868,1033.0
205907101,3925933,
205907701,542958,
205907702,26936,
205907703,124609,
205907750,463191,
205907999,9083915,
206901000,20191516,
206901001,2391501,224.0
206901041,1560784,10874.0
206901101,2331659,61764.0
206901699,8265,
206901701,136313,
206901702,16359,
206901703,113799,
206901720,14763,
206901750,133965,
206901999,3225907,
206902000,4539860,
206902001,2421739,1241.0
206902701,107201,
206902702,5029,
206902703,39408,
206902750,98480,
206902999,105879,
206903000,5532137,
206903001,1551948,12162.0
206903701,151730,
206903702,24338,
206903703,22962,
206903750,63583,
206903999,2959551,
207901000,16127444,
207901001,1631422,11061.0
207901041,1267122,
207901101,1640439,52422.0
207901701,185583,
207901702,8642,
207901703,80769,
207901750,76632,
207901999,2113568,
208901000,8739056,
208901001,3232712,8709.0
208901701,141606,
208901702,345,
208901703,53909,
208901750,193545,
208901999,947903,
208902000,72829233,
208902001,7714330,459.0
208902041,4754642,
208902109,6814151,268512.0
208902110,3221067,159296.0
208902699,3736,
208902701,388666,
208902702,18268,
208902703,603364,
208902750,842031,
208902751,141452,
208902998,2619021,
208902999,11050824,
208903000,7636663,
208903001,2551439,2860.0
208903701,201928,
208903702,1789,
208903703,51928,
208903720,15584,
208903750,74453,
208903999,847704,
209901000,10155640,
209901001,2520693,1769.0
209901101,2316949,150.0
209901699,17672,
209901701,202125,
209901702,17548,
209901703,112054,
209901750,126244,
209901999,954063,
209902000,3767847,
209902001,1857022,
209902701,167597,
209902702,981,
209902703,19179,
209902750,105940,
210901000,71932479,
210901001,7353171,116282.0
210901002,471524,
210901041,4337224,88876.0
210901101,4185902,226663.0
210901102,2882950,130482.0
210901104,3051765,203917.0
210901699,64395,20278.0
210901701,294428,
210901702,105423,
210901703,248580,
210901750,482149,
210901751,208395,
210901999,19097964,19652.0
210902000,24215941,
210902001,2655743,1114.0
210902041,1273060,1121.0
210902102,2682072,11409.0
210902701,131517,
210902702,22034,
210902703,103353,
210902750,257109,
210902751,45498,
210902999,3539326,
210903000,14455399,
210903002,7055390,70050.0
210903701,132005,
210903702,4783,
210903703,101673,
210903750,254026,
210903999,2768957,
210904000,10669399,
210904002,5088916,62315.0
210904701,153990,
210904702,25420,
210904703,65832,
210904750,388277,
210904999,2121391,
210905000,14367271,
210905001,5780619,
210905701,148345,
210905702,27798,
210905703,61335,
210905750,136270,
210905999,5029090,
210906000,2137193,
210906101,1091425,1119.0
210906701,119583,
210906703,15049,
210906750,122573,
210906999,87759,
211901000,3361173,
211901101,1507557,16017.0
211901701,101778,
211901702,28541,
211901703,50924,
211901750,61254,
211901999,17029,
211902000,12859255,
211902001,1877566,32427.0
211902041,1627373,78634.0
211902102,1582278,62031.0
211902701,239339,
211902702,400,
211902703,180747,
211902750,163494,
211902999,5321946,
212901000,16973389,
212901001,2686194,
212901041,1618332,1097.0
212901101,2807913,1000.0
212901701,162086,
212901702,12196,
212901703,86836,
212901750,339167,
212901751,847891,
212901999,3930928,5614.0
212902000,43096739,
212902001,8838895,2519.0
212902041,3127561,2967.0
212902101,2876569,4408.0
212902102,2626142,3563.0
212902103,2068432,3985.0
212902104,2445085,4402.0
212902699,41376,
212902701,427963,
212902702,32155,
212902703,333373,
212902750,480980,
212902999,8603084,399.0
212903000,68044415,
212903001,22719822,45823.0
212903041,4315522,
212903101,3079129,
212903102,3128152,
212903103,6598005,
212903104,3031083,123560.0
212903699,30506,1152.0
212903701,368736,
212903702,30242,
212903703,310594,
212903750,767995,
212903999,24637651,6079.0
212904000,24752535,
212904002,3714820,9840.0
212904041,2258349,202.0
212904102,4017408,6349.0
212904699,34,
212904701,220852,
212904702,23832,
212904703,126959,
212904750,293408,
212904999,2823133,541.0
212905000,637982794,
212905001,48049323,257.0
212905003,49370753,10702.0
212905006,2141634,
212905010,961137,
212905041,7244890,
212905043,3605651,238.0
212905044,5374456,
212905045,8225537,350.0
212905049,7380224,
212905101,3528834,71787.0
212905102,3986964,102015.0
212905103,3757062,123499.0
212905104,3670181,72352.0
212905106,2862773,
212905107,4498204,78154.0
212905108,4349377,117545.0
212905109,4734070,
212905110,4385928,
212905111,4497665,97742.0
212905112,2979805,
212905114,4545824,103884.0
212905115,3575611,45479.0
212905116,3920947,60657.0
212905117,4564740,
212905119,4467403,
212905125,5641122,
212905130,8563,
212905699,158267,
212905701,653439,
212905702,160598,
212905703,1950160,
212905750,3266040,
212905751,2061800,
212905999,74083914,494929.0
212906000,82886803,
212906001,11325646,64760.0
212906002,541946,
212906041,5481143,450.0
212906042,2509701,1063.0
212906111,4420465,783.0
212906112,4323331,807.0
212906113,3989360,757.0
212906114,3860209,945.0
212906699,11796,2774.0
212906701,300666,
212906702,52376,
212906703,447883,
212906720,79174,
212906750,1527748,
212906999,14174794,15732.0
212909000,58543309,
212909001,9952557,57662.0
212909042,5906334,55698.0
212909101,3958647,46388.0
212909102,3428550,85879.0
212909103,4842963,175436.0
212909699,115794,8990.0
212909701,298087,
212909702,75846,
212909703,250726,
212909750,1568014,
212909999,9062203,26130.0
212910000,24114101,
212910001,3994201,1601.0
212910041,2622459,311.0
212910101,3928347,53106.0
212910701,225580,
212910702,21550,
212910703,103469,
212910750,317505,
212910999,6169291,1227.0
213901000,92321788,
213901001,5575263,18977.0
213901041,3511683,140917.0
213901101,3676303,267787.0
213901102,3415082,215408.0
213901699,56764,2939.0
213901701,380472,
213901702,5211,
213901703,422572,
213901750,742353,
213901751,1806897,
213901999,14645706,4295.0
214901000,184729688,
214901001,15355294,88617.0
214901003,8983624,28790.0
214901005,2906738,30268.0
214901041,5618496,17609.0
214901042,6803876,19920.0
214901044,7346182,43775.0
214901102,4149651,128987.0
214901103,3152361,52866.0
214901104,3820294,103421.0
214901105,3547148,154473.0
214901107,3617481,112933.0
214901108,5111809,106593.0
214901110,3843924,39210.0
214901111,4560064,132332.0
214901112,6366474,109454.0
214901699,1769571,293584.0
214901701,669257,
214901702,40661,
214901703,650611,
214901750,3103543,
214901999,46160724,1216769.0
214902000,6163562,
214902001,896677,
214902101,1567018,9515.0
214902699,1154,
214902701,149584,
214902702,12769,
214902703,112643,
214902720,165711,
214902750,25026,
214902998,215171,
214902999,977821,
214903000,60994380,
214903001,20244415,114754.0
214903003,760454,1323.0
214903041,6953325,168591.0
214903042,6279981,129248.0
214903103,4448178,211483.0
214903105,3425254,213422.0
214903106,3689376,155329.0
214903108,4712802,229209.0
214903109,4698565,208484.0
214903110,4735463,267544.0
214903699,1050407,39289.0
214903701,583437,
214903702,12028,
214903703,195097,
214903750,2604787,180.0
214903999,18355672,
215901000,25495898,
215901001,4131390,
215901041,1715854,
215901101,2202793,26751.0
215901102,1585195,23565.0
215901103,2239883,
215901701,178722,
215901702,24652,
215901703,169057,
215901750,437152,
215901999,3304544,3474.0
216901000,38311628,
216901001,5346624,8891.0
216901701,284768,
216901702,3350,
216901703,164765,
216901750,178206,
216901999,2454280,
217901000,6109782,
217901001,1184846,4186.0
217901101,874461,300.0
217901701,215377,
217901702,1078,
217901703,109544,
217901750,100902,
217901999,1723000,
218901000,24776583,
218901001,3148283,24318.0
218901041,1050865,
218901103,3098232,25201.0
218901699,4143,
218901701,172027,
218901702,23392,
218901703,215182,
218901720,12968,
218901750,195305,
218901999,3800689,
219901000,5718779,
219901001,1386931,1867.0
219901101,1008506,2071.0
219901701,104064,
219901702,4878,
219901703,6344,
219901750,155899,
219901999,941347,
219903000,27883050,
219903001,6936378,1672.0
219903041,1970926,2847.0
219903101,8888833,15902.0
219903701,277126,
219903702,12957,
219903703,124534,
219903750,362304,
219903751,1045533,
219903999,5323572,5428.0
219905000,5981804,
219905001,1311082,4010.0
219905101,836917,
219905701,125060,
219905702,12250,
219905750,102808,
219905999,1263054,1320.0
220901000,1708717438,
220901001,20436736,5474.0
220901002,27453217,9938.0
220901003,25923852,
220901004,22647863,5526.0
220901005,25432837,1303.0
220901006,4746744,683.0
220901007,5002866,
220901008,2996331,
220901009,15420100,2184.0
220901010,10191,
220901011,2110982,123.0
220901041,11066761,1900.0
220901045,11169813,9.0
220901047,12855814,1872.0
220901048,7258034,1934.0
220901049,8057491,
220901050,10693859,295.0
220901051,7707388,
220901052,8806382,
220901053,7372899,241.0
220901055,7743435,2323.0
220901101,5271276,90111.0
220901102,6278014,118648.0
220901103,6827373,146747.0
220901104,4896406,560.0
220901105,1512876,1394.0
220901107,2946199,24233.0
220901109,4867079,151525.0
220901110,4008961,132994.0
220901111,5002101,133704.0
220901112,5987922,148070.0
220901113,4756963,436.0
220901114,5953734,153407.0
220901117,4349130,650.0
220901119,4643613,54666.0
220901120,4480411,
220901121,5118786,146721.0
220901123,4377223,1632.0
220901124,4112452,2764.0
220901125,4797066,228.0
220901126,4760695,47684.0
220901128,3868594,59.0
220901129,4629395,1080.0
220901130,7888887,36.0
220901131,4475131,71572.0
220901132,4776902,59117.0
220901133,7618672,1758.0
220901134,5235814,
220901135,5377983,
220901136,4136911,2129.0
220901137,5095419,375176.0
220901140,4767407,1058.0
220901141,5369814,71965.0
220901142,5802813,68140.0
220901143,4943580,513.0
220901144,6672714,
220901145,5300172,2274.0
220901146,5286682,
220901147,4768997,1707.0
220901148,6705125,174835.0
220901149,3948011,24.0
220901150,4976067,93762.0
220901151,4625380,
220901152,5358765,3118.0
220901153,5194924,1819.0
220901154,5108758,82.0
220901155,6066032,147201.0
220901157,4650110,78490.0
220901158,4441061,268.0
220901159,5239263,41861.0
220901160,4734355,86642.0
220901161,5614998,67876.0
220901162,5748796,77265.0
220901163,8417219,321307.0
220901164,6580597,30849.0
220901165,5685341,45525.0
220901166,675479,
220901699,824229,
220901701,597616,
220901720,2382971,
220901750,10971418,
220901751,774086,
220901999,252069547,1621159.0
220902000,690855200,
220902001,23446887,7877.0
220902002,18312823,7591.0
220902010,19284759,3683.0
220902012,3676911,29312.0
220902041,18757285,3693.0
220902042,7039744,2631.0
220902043,16934302,7435.0
220902044,6607483,3497.0
220902045,6234150,5389.0
220902046,14415942,882.0
220902047,6329510,661.0
220902101,4312894,183306.0
220902102,4101987,195657.0
220902103,3637013,193539.0
220902104,5648690,254349.0
220902105,3917667,3874.0
220902106,3055563,467.0
220902107,8950046,3351.0
220902108,3505485,3351.0
220902109,10894275,215035.0
220902110,5123708,176678.0
220902111,5900980,285458.0
220902112,4676163,649.0
220902113,6605770,224941.0
220902114,6559662,80623.0
220902115,4502659,10899.0
220902116,5677600,199011.0
220902117,3956335,3414.0
220902118,4614753,10832.0
220902119,4641819,82257.0
220902120,4147241,10832.0
220902121,4572776,11433.0
220902699,193691,19010.0
220902701,620415,
220902702,39467,
220902703,106646,
220902750,6438785,1646.0
220902751,1816109,
220902998,-180,
220902999,100709306,290048.0
220904000,179503127,
220904001,19795741,3929.0
220904003,732372,1433.0
220904041,10823376,4123.0
220904042,7324885,2268.0
220904101,5106394,77226.0
220904102,4532767,94114.0
220904103,4408766,78609.0
220904104,3638118,68640.0
220904105,4267943,15338.0
220904106,5386739,40780.0
220904699,191595,49028.0
220904701,614736,
220904702,26538,
220904703,141291,
220904720,28388,
220904750,2164413,
220904998,148404,
220904999,17386631,411436.0
220905000,1767943437,
220905001,21949140,4122.0
220905002,25495555,152655.0
220905003,18185041,82723.0
220905004,16726194,155326.0
220905005,18530667,2315.0
220905006,27231455,6570.0
220905008,29279186,16318.0
220905009,14267764,83058.0
220905010,22014392,5371.0
220905011,15271794,7459.0
220905014,30439598,10815.0
220905015,23541989,851.0
220905016,21976150,39484.0
220905018,2504631,1078.0
220905019,2056679,1556.0
220905021,2836587,22851.0
220905024,735676,
220905026,2675446,
220905035,2528287,
220905040,497046,
220905042,4316083,247572.0
220905043,4034432,3305.0
220905044,8397608,18311.0
220905045,9027586,5702.0
220905047,5011492,479.0
220905048,7747631,145750.0
220905049,4527875,2091.0
220905050,7464667,7028.0
220905051,6065771,8699.0
220905052,5861183,1034.0
220905053,6541256,5046.0
220905054,6554485,3511.0
220905055,2585859,1298.0
220905056,7550047,6248.0
220905057,6763552,7138.0
220905058,5755395,4771.0
220905059,6757405,3482.0
220905060,6563776,9211.0
220905061,7366795,55613.0
220905062,4163149,546277.0
220905063,3678455,2137.0
220905064,4246592,4452.0
220905066,124120,
220905067,3814780,7121.0
220905069,3567773,3067.0
220905070,6001196,2661.0
220905071,23301579,116062.0
220905081,4184938,2050.0
220905082,5385833,1097.0
220905083,5820487,2691.0
220905084,4194493,57050.0
220905085,2206087,
220905086,2357058,1627.0
220905087,4520586,554.0
220905101,3022841,3178.0
220905103,4527792,3684.0
220905104,3235754,
220905105,4472451,65256.0
220905107,4754013,308039.0
220905110,4413680,62216.0
220905111,4426781,94046.0
220905114,3983211,63191.0
220905115,3732834,60813.0
220905116,3832178,47752.0
220905117,5401594,33662.0
220905118,4080435,4472.0
220905119,5833504,94032.0
220905120,3392231,132401.0
220905121,3889760,42800.0
220905122,4668164,18333.0
220905123,3803457,53988.0
220905124,5498051,32934.0
220905125,4742924,30584.0
220905126,3457381,38919.0
220905127,4208809,39951.0
220905129,6355895,31701.0
220905130,3740879,49221.0
220905131,3800829,73098.0
220905132,4362554,74464.0
220905133,5214625,55813.0
220905134,4726400,69399.0
220905135,4156624,43040.0
220905137,4388908,92923.0
220905138,3574754,72112.0
220905139,2984874,62366.0
220905141,4289024,87767.0
220905143,4717329,90632.0
220905144,5180410,43618.0
220905146,4215151,77363.0
220905147,4637134,193252.0
220905148,2305285,24503.0
220905149,3225779,40012.0
220905150,4415979,117528.0
220905151,3230636,68022.0
220905152,4055694,73893.0
220905153,3871053,33144.0
220905154,4214437,31752.0
220905156,5733806,6423.0
220905157,4584183,63278.0
220905159,3614086,56046.0
220905160,3737363,25090.0
220905161,3789989,113319.0
220905162,4254716,93848.0
220905163,4131410,7088.0
220905165,4083443,93308.0
220905166,4070616,71919.0
220905167,5514118,86297.0
220905168,3959789,81428.0
220905169,3685691,32399.0
220905171,27385050,7414.0
220905172,3587880,77827.0
