Campus,Account Amount,Bilingual Spending
79907046,10270691,372554.0
79907047,11121966,290184.0
79907048,13872179,197178.0
79907049,10769504,205459.0
79907050,12733492,105857.0
79907051,12140158,109192.0
79907052,10721174,159942.0
79907053,9165320,211564.0
79907054,10303725,47694.0
79907055,9508136,95870.0
79907101,6518551,334163.0
79907102,7675433,93296.0
79907108,7183107,103530.0
79907109,5818495,329587.0
79907110,17048840,100708.0
79907111,4818928,89643.0
79907112,8815248,201500.0
79907113,7743852,116905.0
79907114,8416447,448372.0
79907115,7683214,73.0
79907116,8305288,509524.0
79907117,7714698,113798.0
79907118,5745880,137461.0
79907119,7461239,99049.0
79907120,6462327,105301.0
79907121,7413852,93615.0
79907122,5674873,103996.0
79907123,6931884,102944.0
79907124,7800251,99128.0
79907125,7658178,102635.0
79907126,7550474,109141.0
79907127,7469977,256143.0
79907128,6860394,183805.0
79907129,8059285,381842.0
79907130,6865867,98944.0
79907131,6170022,96925.0
79907132,6937236,115097.0
79907133,6454113,499846.0
79907134,6103946,106528.0
79907135,8842370,100629.0
79907136,8011455,105543.0
79907137,9077265,87736.0
79907138,8774850,232669.0
79907139,7670353,363271.0
79907140,9011187,332833.0
79907141,5377285,192036.0
79907142,7374201,99207.0
79907143,7670783,373660.0
79907144,6246445,320699.0
79907145,7134693,94083.0
79907146,6187888,109732.0
79907147,7900662,213350.0
79907148,6894309,86589.0
79907149,5347901,114152.0
79907150,9907876,470214.0
79907151,7062460,248313.0
79907152,9367958,246600.0
79907153,6114841,91526.0
79907154,11450958,111260.0
79907155,6231884,101978.0
79907156,18549677,105082.0
79907157,105094,
79907158,8036924,365184.0
79907699,1159617,215420.0
79907701,1415073,
79907702,371462,
79907703,2639249,
79907750,20804534,
79907751,2782602,
79907999,455544516,1302533.0
79910000,158248219,
79910001,11664021,5567.0
79910002,119097,
79910041,4922371,970.0
79910101,5231088,153689.0
79910102,7287375,122601.0
79910103,2726087,63482.0
79910699,123651,10142.0
79910701,956622,
79910702,31449,
79910703,240894,
79910750,2088294,
79910999,50169972,15860.0
80901000,27802737,
80901001,4456415,15515.0
80901041,3095961,10595.0
80901103,3939055,87512.0
80901699,2525,
80901701,267226,
80901702,61452,
80901703,424649,
80901720,142601,
80901750,502576,
80901998,39628,
80901999,6064847,6112.0
81902000,40333437,
81902002,4648074,1044.0
81902041,3029844,681.0
81902043,2928130,22031.0
81902101,3005617,19717.0
81902701,184631,
81902702,105891,
81902703,455040,
81902720,53767,
81902750,461201,
81902751,2923022,
81902999,6088881,
81904000,35063225,
81904001,3607061,1851.0
81904002,108390,
81904003,163395,
81904041,2854598,5236.0
81904102,2906571,27849.0
81904701,189134,
81904702,12787,
81904703,426934,
81904750,352713,
81904999,6698624,
81905000,13736118,
81905002,1657980,3980.0
81905041,804354,451.0
81905102,1396599,3445.0
81905701,206787,
81905702,9945,
81905703,58563,
81905750,146436,
81905999,1881983,
81906000,4583779,
81906101,2575423,
81906701,159120,
81906702,8626,
81906703,85221,
81906750,168224,
81906999,99136,
82902000,87606205,
82902001,3130122,454.0
82902041,2149541,3595.0
82902101,3197760,14296.0
82902699,7478,
82902701,386212,
82902702,61254,
82902703,396092,
82902750,383811,
82902998,1713,
82902999,10218969,1076.0
82903000,77297211,
82903001,4326747,51461.0
82903003,16733,
82903041,3538285,1587.0
82903103,3751152,50572.0
82903104,3872452,47844.0
82903699,77109,1336.0
82903701,260044,
82903702,268366,
82903703,438737,
82903720,3044,
82903750,750554,
82903751,3670553,
82903999,9108235,159.0
83901000,17560717,
83901001,6923069,68300.0
83901701,177869,
83901702,19449,
83901703,34595,
83901750,229687,
83901999,2778516,
83902000,9733603,
83902001,1650294,4453.0
83902701,115355,
83902702,17908,
83902703,36634,
83902750,177904,
83902999,1530071,
83903000,134179729,
83903001,10932717,5433.0
83903002,896661,3098.0
83903041,6077766,25183.0
83903101,4804950,33576.0
83903102,3925298,15972.0
83903103,6049757,44022.0
83903701,500711,
83903702,11562,
83903703,326690,
83903720,8364,
83903750,720365,
83903999,20671582,49501.0
84901000,243550271,
84901001,25902608,123143.0
84901009,689785,
84901010,2460,
84901011,1291,
84901012,1291,
84901014,925,
84901041,7513007,87971.0
84901042,5364158,74259.0
84901043,5349058,82290.0
84901044,4242894,14326.0
84901051,8221687,85473.0
84901101,5225191,123926.0
84901102,4704260,16074.0
84901105,5106694,108042.0
84901106,5011012,16648.0
84901107,5303268,77821.0
84901108,5301411,113211.0
84901109,5018252,44675.0
84901699,127634,32486.0
84901701,357856,
84901702,235287,
84901703,7141,
84901750,2592018,786.0
84901751,976379,
84901999,49665606,1833.0
84902000,161033059,
84902001,16656167,134779.0
84902006,5009142,170354.0
84902007,1675313,400.0
84902041,4937431,944.0
84902042,6661608,102141.0
84902102,2123213,
84902104,4687232,102812.0
84902106,6536189,81570.0
84902107,4681604,4485.0
84902114,4094662,6292.0
84902115,4039241,146414.0
84902117,1266111,
84902701,706002,
84902702,44561,
84902703,689329,
84902750,1728804,
84902751,232862,
84902999,57471394,96664.0
84903000,5095537,
84903001,1689695,
84903701,160641,
84903702,4926,
84903703,12598,
84903720,4180,
84903750,184803,
84903999,1128713,
84906000,426903522,
84906001,15749636,68620.0
84906002,7157095,18209.0
84906006,1452953,
84906041,7339260,45212.0
84906043,6025347,41042.0
84906101,7052790,51208.0
84906102,3825793,22988.0
84906103,4211090,52975.0
84906104,15762464,
84906105,4353364,62138.0
84906109,2850959,
84906110,14964024,8327.0
84906111,16620529,
84906699,170452,4007.0
84906701,398271,
84906702,48762,
84906703,841233,
84906750,2923013,
84906999,52847576,25644.0
84908000,39625153,
84908001,4666247,72588.0
84908042,2558961,43244.0
84908103,2487476,36260.0
84908104,1461848,
84908106,3244536,37068.0
84908701,310040,
84908702,48386,
84908703,87461,
84908720,12952,
84908750,643211,
84908751,3003566,
84908998,75744,
84908999,9012664,9980.0
84909000,85220053,
84909001,13591943,66631.0
84909041,7591225,436799.0
84909103,5768133,159267.0
84909104,5109675,139190.0
84909105,8505507,203862.0
84909699,61596,
84909701,336437,
84909702,9684,
84909703,289818,
84909750,1731724,
84909999,21357851,5904.0
84910000,996676761,
84910001,25496862,147159.0
84910002,18052561,105588.0
84910003,21424693,19736.0
84910004,12855151,
84910008,2305033,
84910009,20025835,
84910010,2093917,
84910011,18691998,14316.0
84910042,10142291,
84910043,7540607,5621.0
84910044,7755230,87835.0
84910045,7387420,
84910046,6845872,
84910047,7654964,21217.0
84910048,7049380,
84910049,7795487,
84910050,5872096,15511.0
84910051,10934277,84950.0
84910101,5480474,46777.0
84910102,6360641,
84910103,7065788,178838.0
84910104,5218212,44819.0
84910105,7162507,67316.0
84910106,6395248,213369.0
84910107,6937851,226454.0
84910108,5326480,66807.0
84910110,5509904,85378.0
84910111,4430119,93894.0
84910112,7529542,137373.0
84910115,8095585,
84910116,7186736,5521.0
84910117,6430825,
84910118,5819328,154027.0
84910119,5445775,48099.0
84910120,5884622,48075.0
84910121,6971940,69103.0
84910122,8124207,43456.0
84910123,5928511,43685.0
84910124,5375899,60013.0
84910125,6645202,102070.0
84910126,4150485,
84910127,7153333,
84910128,8350427,
84910129,5094434,
84910130,5043515,46890.0
84910500,38985,
84910699,293783,44535.0
84910700,10195,
84910701,504606,
84910702,21411,
84910703,2698166,
84910750,6663490,
84910751,3266101,
84910998,616997,
84910999,204874395,200771.0
84911000,92516819,
84911001,16664470,47669.0
84911041,10256690,13959.0
84911101,4716057,810.0
84911102,5100427,643.0
84911103,4529094,507.0
84911104,4235432,
84911699,95354,8440.0
84911701,383172,
84911702,107153,
84911703,478697,
84911720,198154,
84911750,1399897,
84911999,19489522,149.0
85902000,20036906,
85902001,2362582,560.0
85902040,563477,475.0
85902041,1524326,562.0
85902101,2456560,31457.0
85902699,16287,
85902701,302952,
85902702,20452,
85902703,244469,
85902720,5010,
85902750,203584,
85902998,3060,
85902999,5585969,
85903000,3612951,
85903001,1758727,
85903701,121843,
85903702,814,
85903703,25604,
85903720,1651,
85903750,111023,
85903999,86627,
86024000,2072894,
86024101,347492,
86024701,109328,
86024702,9773,
86024703,12035,
86024750,63763,
86024999,245004,
86901000,90583263,
86901001,9714139,83961.0
86901002,178400,
86901041,5387559,4107.0
86901102,5909775,120117.0
86901103,685526,
86901104,4062572,143313.0
86901699,30372,15112.0
86901701,280935,
86901702,20167,
86901703,751142,
86901750,898232,
86901751,2229575,
86901999,26583853,23516.0
86902000,11936418,
86902001,1971067,1235.0
86902041,1253036,2151.0
86902101,1376147,3105.0
86902701,155329,
86902702,10308,
86902703,97270,
86902720,13183,
86902750,321858,
86902999,1932191,300.0
87901000,68919386,
87901001,2509870,27738.0
87901101,1906841,37661.0
87901701,166475,
87901702,20674,
87901703,379558,
87901750,157734,
87901999,45747739,
88902000,32449257,
88902001,4245804,713.0
88902041,2144677,300.0
88902104,4089496,475.0
88902699,10554,
88902701,245229,
88902702,48240,
88902703,304603,
88902720,193981,
88902750,326495,
88902999,5958173,6155.0
89901000,48738407,
89901001,7910274,51189.0
89901042,4341311,9220.0
89901101,2862109,126143.0
89901102,4206249,46889.0
89901103,2731869,57200.0
89901104,2430257,80415.0
89901701,404252,
89901702,29354,
89901703,192957,
89901750,767118,
89901999,7402016,20547.0
89903000,53680574,
89903001,3461475,12175.0
89903041,3137666,71650.0
89903101,4076668,69560.0
89903701,254961,
89903702,32324,
89903703,394507,
89903750,446978,
89903751,480951,
89903999,5674614,
89905000,8489498,
89905102,2688009,30959.0
89905699,12994,
89905701,152583,
89905702,13552,
89905703,81861,
89905720,20759,
89905750,313468,
89905999,951892,
90902000,6970427,
90902001,1929910,5012.0
90902701,116862,
90902702,24896,
90902703,37008,
90902750,95063,
90902999,577056,
90903000,8363724,
90903001,2178781,1865.0
90903701,116737,
90903702,12254,
90903703,9575,
90903750,138785,
90903999,1027362,
90904000,58993499,
90904001,7478457,11254.0
90904042,5141801,5656.0
90904101,2427988,3820.0
90904105,2990574,78532.0
90904107,2365109,5684.0
90904108,2583647,179464.0
90904699,99311,3385.0
90904701,350903,
90904702,35784,
90904703,337175,
90904720,50911,
90904750,1034603,
90904751,852214,
90904998,3005436,
90904999,6666675,32669.0
90905000,3857551,
90905101,750224,
90905701,110349,
90905702,1150,
90905703,27526,
90905750,91322,
90905999,980553,
91901000,17025297,
91901001,3210893,14239.0
91901041,1869102,
91901101,2966263,
91901701,266454,
91901702,9194,
91901703,77250,
91901720,15226,
91901750,193368,
91901999,5226651,
91902000,9269379,
91902001,2683026,13094.0
91902200,2157185,1302.0
91902701,252254,
91902702,2361,
91902703,55422,
91902750,161117,
91902999,2898197,
91903000,262505624,
91903001,11192151,240.0
91903002,530347,
91903041,5862638,
91903045,5806987,15573.0
91903103,2170356,
91903104,3553916,
91903112,3395254,121900.0
91903113,3180870,
91903114,2711456,
91903699,59752,
91903701,264416,
91903702,13381,
91903703,537898,
91903750,1434115,
91903999,23566926,15705.0
91905000,27701540,
91905001,4062228,475.0
91905041,3082776,3488.0
91905101,3887863,53422.0
91905102,1962629,49031.0
91905701,185868,
91905702,6306,
91905703,90400,
91905750,381262,
91905999,5430436,
91906000,208426281,
91906002,16496150,
91906004,556560,
91906035,98471,
91906037,1208947,
91906042,8391696,
91906101,2709979,52339.0
91906102,8147947,27497.0
91906104,3740573,53579.0
91906105,3474801,
91906106,2271076,54168.0
91906108,2730410,
91906109,3533010,134883.0
91906110,4525560,
91906111,4728627,71441.0
91906699,460676,
91906701,448550,
91906702,66185,
91906703,1243488,
91906750,2102750,
91906751,193447,
91906999,118291516,29897.0
91907000,12019103,
91907101,6709291,29378.0
91907701,363296,
91907750,128768,
91907999,2289142,
91908000,31648438,
91908001,4284383,559.0
91908041,2899227,
91908101,2706034,51814.0
91908102,2948134,33394.0
91908701,430666,
91908702,9640,
91908703,215095,
91908750,381512,
91908999,7754828,1364.0
91909000,32938408,
91909001,4839440,
91909041,2761905,
91909101,2319565,
91909110,2778361,25242.0
91909701,152829,
91909702,7892,
91909703,219682,
91909720,1794,
91909750,319448,
91909999,6854547,44945.0
91910000,15993781,
91910001,2319289,
91910041,1624846,
91910101,2890593,1309.0
91910701,221534,
91910702,49137,
91910703,84541,
91910750,196829,
91910999,2941851,
91913000,22236302,
91913001,3954616,357.0
91913041,3222415,
91913101,3704739,275.0
91913701,361859,
91913702,15416,
91913703,213219,
91913750,255822,
91913999,8169230,
91914000,24619430,
91914001,3446565,
91914041,2022580,
91914101,3254001,12154.0
91914701,147780,
91914702,5170,
91914703,118836,
91914720,142787,
91914750,211533,
91914999,14167539,161.0
91917000,23224337,
91917001,4145978,3078.0
91917041,2180373,
91917101,2730973,
91917701,397895,
91917702,37473,
91917703,111304,
91917750,154650,
91917751,7449062,
91917999,3654515,65745.0
91918000,12606592,
91918001,2024025,678.0
91918041,1400279,922.0
91918101,1967296,14332.0
91918701,190576,
91918702,9029,
91918703,64803,
91918720,43718,
91918750,248879,
91918999,2113516,
92901000,34941275,
92901001,5506423,15298.0
92901042,3260760,15197.0
92901102,2797151,23939.0
92901105,3792716,5993.0
92901699,25042,
92901701,280038,
92901702,12904,
92901703,202348,
92901720,71687,
92901750,274601,
92901998,2027245,
92901999,4362920,
92902000,72314229,
92902002,9328027,11968.0
92902004,162681,
92902042,6261367,79277.0
92902101,4463524,192172.0
92902106,5181886,96487.0
92902107,4174527,163399.0
92902699,41765,1159.0
92902701,522368,
92902702,9903,
92902703,39700,
92902750,725019,
92902999,11501654,
92903000,253977302,
92903001,18972644,8598.0
92903004,1088325,4080.0
92903041,5514591,-369.0
92903042,6283569,7451.0
92903044,4833207,5290.0
92903110,894681,
92903111,7675011,82115.0
92903117,3644764,7714.0
92903122,4314152,48908.0
92903123,5385894,1233.0
92903124,3252547,57861.0
92903125,3797575,44761.0
92903126,3701382,23756.0
92903127,4200759,29749.0
92903200,245351,
92903699,216108,
92903701,427078,
92903702,45558,
92903703,823513,
92903750,2230023,63.0
92903751,748710,
92903998,1106230,
92903999,37119867,60498.0
92904000,92019915,
92904001,9953255,4514.0
92904002,660729,
92904003,398650,
92904041,5607472,4435.0
92904043,4558698,18787.0
92904103,3816871,113764.0
92904104,4901822,66143.0
92904105,5261966,96157.0
92904699,24488,-3177.0
92904701,286824,
92904702,64992,
92904703,341054,
92904750,1531890,
92904998,8022063,
92904999,10528250,30578.0
92906000,26927894,
92906002,3877720,1695.0
92906041,2587616,940.0
92906102,3953904,38728.0
92906699,2333,
92906701,293096,
92906702,14826,
92906703,68716,
92906750,235739,
92906751,1938902,
92906999,3797138,9690.0
92907000,39400282,
92907001,4912861,36586.0
92907007,39000,
92907042,3374537,36069.0
92907101,3162881,29513.0
92907103,3460610,29120.0
92907701,335707,
92907702,10609,
92907703,114808,
92907750,545281,
92907999,8003058,
92908000,30914854,
92908001,4173015,1139.0
92908041,2625159,969.0
92908102,2437099,35611.0
92908103,2803279,36194.0
92908701,264680,
92908702,18606,
92908703,13200,
92908720,27953,
92908750,391901,
92908751,1501009,
92908998,2970,
92908999,4991997,
93901000,17501524,
93901001,4272659,
93901101,2965642,
93901699,1718,
93901701,279656,
93901702,4916,
93901703,33817,
93901750,276362,
93901999,4206152,
93903000,10633582,
93903001,2235852,
93903101,1721867,3191.0
93903701,217913,
93903702,2136,
93903703,100975,
93903750,102244,
93903999,1992925,
93904000,74037534,
93904002,7932040,41025.0
93904005,335320,
93904042,4744760,97094.0
93904104,4964978,126923.0
93904106,3404365,45351.0
93904107,2667639,46399.0
93904699,24809,
93904701,381602,
93904702,7601,
93904703,623160,
93904750,884184,
93904751,1741366,
93904999,45477791,11445.0
93905000,3714565,
93905001,717090,
93905101,742033,
93905701,115931,
93905702,10004,
93905703,38493,
93905750,102261,
93905999,729490,
94901000,190704612,
94901001,29423454,36062.0
94901002,845805,
94901041,6291680,117947.0
94901042,7144022,40257.0
94901101,3959828,
94901103,3526546,4244.0
94901104,4509056,106365.0
94901105,4097379,
94901106,2987062,175.0
94901108,4148250,56651.0
94901109,4304421,62402.0
94901110,3584123,52989.0
94901111,946078,
94901112,248653,
94901699,92568,
94901701,389708,
94901702,138156,
94901703,611853,
94901750,3279288,
94901998,8392,
94901999,26612464,9048.0
94902000,342086835,
94902001,23533647,
94902002,1178391,
94902003,16762850,
94902041,8156213,
94902042,7823420,
94902101,4860846,
94902102,5370600,
94902103,5892516,119686.0
94902108,6348921,11654.0
94902109,5315143,
94902110,4815564,
94902111,4932949,
94902112,8291194,
94902113,5242294,
94902114,5958500,
94902115,6705698,83422.0
94902699,159842,6943.0
94902701,625971,
94902702,313322,
94902703,975898,
94902750,3241344,
94902999,56754004,42319.0
94903000,36654091,
94903001,5218205,
94903041,2123924,
94903101,3897308,47604.0
94903102,2928011,450.0
94903699,427,427.0
94903701,173964,
94903702,55332,
94903703,166900,
94903750,575747,
94903999,8093939,6251.0
94904000,43096502,
94904001,4359347,200.0
94904003,38487,
94904041,2619816,175.0
94904101,2443201,5053.0
94904102,2424984,45102.0
94904701,312076,
94904702,39464,
94904703,126865,
94904750,670226,
94904999,9843557,
95901000,18810130,
95901001,2512011,9039.0
95901003,13329,
95901041,1403500,
95901101,2247900,1799.0
95901699,7729,
95901701,230137,
95901702,27284,
95901703,154292,
95901720,13444,
95901750,279011,
95901999,4658223,
95902000,3018781,
